city_ibge_code,IDHM,IDHM_E,IDHM_L,IDHM_R,ANO_IDH,GINI
4127601,0.636,0.479,0.792,0.679,2010,0.47
4127700,0.768,0.702,0.855,0.755,2010,0.46
4127809,0.699,0.622,0.829,0.661,2010,0.45
4127858,0.681,0.557,0.831,0.683,2010,0.5
4127882,0.611,0.444,0.801,0.641,2010,0.52
4127908,0.695,0.629,0.805,0.662,2010,0.38
4127957,0.73,0.649,0.83,0.721,2010,0.47
4127965,0.672,0.549,0.828,0.668,2010,0.52
4128005,0.739,0.669,0.854,0.706,2010,0.46
4128104,0.761,0.698,0.836,0.755,2010,0.48
4128203,0.74,0.68,0.837,0.713,2010,0.48
4128302,0.72,0.655,0.826,0.69,2010,0.37
4128401,0.721,0.655,0.821,0.698,2010,0.48
4128500,0.687,0.594,0.79,0.692,2010,0.52
4128534,0.65,0.543,0.798,0.633,2010,0.42
4128559,0.699,0.601,0.811,0.702,2010,0.54
4128609,0.72,0.626,0.84,0.709,2010,0.47
4128625,0.678,0.556,0.829,0.677,2010,0.52
4128633,0.546,0.362,0.791,0.57,2010,0.49
4128658,0.722,0.628,0.848,0.708,2010,0.53
4128708,0.702,0.582,0.818,0.728,2010,0.48
4128807,0.706,0.606,0.825,0.703,2010,0.48
4200051,0.694,0.625,0.812,0.66,2010,0.45
4200101,0.696,0.578,0.852,0.684,2010,0.53
4200200,0.725,0.633,0.827,0.727,2010,0.36
4200309,0.741,0.595,0.884,0.774,2010,0.47
4200408,0.698,0.574,0.82,0.724,2010,0.54
4200507,0.713,0.629,0.811,0.712,2010,0.44
4200556,0.745,0.661,0.86,0.728,2010,0.38
4200606,0.723,0.606,0.853,0.731,2010,0.34
4200705,0.668,0.481,0.882,0.702,2010,0.46
4200754,0.755,0.664,0.882,0.734,2010,0.46
4200804,0.699,0.608,0.8,0.703,2010,0.44
4200903,0.687,0.581,0.797,0.699,2010,0.47
4201000,0.688,0.592,0.826,0.667,2010,0.5
4201109,0.674,0.524,0.836,0.699,2010,0.44
4201208,0.749,0.615,0.89,0.768,2010,0.43
4201257,0.708,0.584,0.827,0.735,2010,0.39
4201273,0.733,0.614,0.863,0.744,2010,0.45
4201307,0.703,0.602,0.83,0.696,2010,0.4
4201406,0.76,0.691,0.853,0.745,2010,0.45
4201505,0.77,0.698,0.882,0.743,2010,0.44
4201604,0.764,0.653,0.873,0.781,2010,0.45
4201653,0.715,0.61,0.842,0.713,2010,0.36
4201703,0.742,0.636,0.868,0.739,2010,0.35
4201802,0.733,0.668,0.802,0.736,2010,0.44
4201901,0.733,0.606,0.87,0.748,2010,0.4
4201950,0.746,0.642,0.858,0.753,2010,0.53
4202008,0.845,0.789,0.894,0.854,2010,0.52
4202057,0.716,0.611,0.844,0.713,2010,0.41
4202073,0.728,0.622,0.844,0.734,2010,0.47
4202081,0.672,0.565,0.795,0.675,2010,0.4
4202099,0.701,0.599,0.83,0.692,2010,0.4
4202107,0.738,0.639,0.857,0.735,2010,0.44
4202131,0.675,0.598,0.826,0.624,2010,0.46
4202156,0.705,0.611,0.82,0.699,2010,0.45
4202206,0.74,0.645,0.868,0.723,2010,0.36
4202305,0.739,0.659,0.836,0.733,2010,0.39
4202404,0.806,0.722,0.894,0.812,2010,0.46
4202438,0.647,0.549,0.768,0.642,2010,0.41
4202453,0.781,0.732,0.864,0.753,2010,0.44
4202503,0.696,0.568,0.835,0.71,2010,0.57
4202537,0.718,0.606,0.827,0.74,2010,0.55
4202578,0.712,0.601,0.83,0.725,2010,0.39
4202602,0.699,0.559,0.869,0.704,2010,0.46
4202701,0.724,0.604,0.848,0.741,2010,0.28
4202800,0.778,0.716,0.881,0.746,2010,0.41
4202859,0.78,0.702,0.883,0.766,2010,0.36
4202875,0.661,0.545,0.819,0.646,2010,0.47
4202909,0.795,0.707,0.894,0.794,2010,0.4
4203006,0.735,0.62,0.878,0.728,2010,0.48
4203105,0.728,0.631,0.83,0.737,2010,0.44
4203154,0.622,0.5,0.779,0.618,2010,0.42
4203204,0.726,0.6,0.866,0.736,2010,0.4
4203253,0.654,0.516,0.796,0.68,2010,0.51
4203303,0.714,0.636,0.845,0.677,2010,0.41
4203402,0.641,0.528,0.768,0.648,2010,0.46
4203501,0.69,0.595,0.787,0.702,2010,0.51
4203600,0.742,0.658,0.861,0.721,2010,0.46
4203709,0.697,0.542,0.865,0.723,2010,0.44
4203808,0.757,0.692,0.874,0.717,2010,0.49
4203907,0.752,0.659,0.869,0.742,2010,0.45
4203956,0.767,0.716,0.87,0.724,2010,0.36
4204004,0.714,0.625,0.806,0.723,2010,0.47
4204103,0.691,0.523,0.87,0.725,2010,0.5
4204152,0.719,0.692,0.826,0.651,2010,0.39
4204178,0.621,0.455,0.829,0.634,2010,0.55
4204194,0.704,0.616,0.833,0.68,2010,0.43
4204202,0.79,0.727,0.871,0.779,2010,0.48
4204251,0.78,0.74,0.859,0.747,2010,0.37
4204301,0.8,0.756,0.872,0.777,2010,0.46
4204350,0.747,0.662,0.855,0.735,2010,0.39
4204400,0.744,0.653,0.86,0.732,2010,0.4
4204459,0.696,0.609,0.816,0.678,2010,0.44
4204509,0.78,0.707,0.873,0.768,2010,0.46
4204558,0.702,0.614,0.804,0.701,2010,0.49
4204608,0.788,0.737,0.846,0.786,2010,0.48
4204707,0.742,0.682,0.804,0.744,2010,0.38
4204756,0.754,0.623,0.886,0.777,2010,0.46
4204806,0.721,0.62,0.846,0.716,2010,0.51
4204905,0.743,0.647,0.854,0.741,2010,0.43
4205001,0.706,0.61,0.82,0.703,2010,0.53
4205100,0.742,0.622,0.862,0.762,2010,0.46
4205159,0.716,0.609,0.843,0.714,2010,0.34
4205175,0.657,0.55,0.808,0.638,2010,0.44
4205191,0.726,0.67,0.808,0.708,2010,0.4
4205209,0.723,0.592,0.868,0.736,2010,0.47
4205308,0.758,0.676,0.863,0.746,2010,0.49
4205357,0.708,0.608,0.792,0.736,2010,0.48
4205407,0.847,0.8,0.873,0.87,2010,0.54
4205431,0.715,0.593,0.845,0.728,2010,0.42
4205456,0.753,0.657,0.861,0.754,2010,0.46
4205506,0.731,0.637,0.86,0.712,2010,0.48
4205555,0.682,0.588,0.812,0.664,2010,0.51
4205605,0.708,0.618,0.815,0.704,2010,0.45
4205704,0.753,0.668,0.868,0.737,2010,0.45
4205803,0.725,0.64,0.83,0.717,2010,0.44
4205902,0.765,0.655,0.889,0.77,2010,0.37
4206009,0.747,0.651,0.87,0.737,2010,0.43
4206108,0.736,0.63,0.846,0.749,2010,0.43
4206207,0.757,0.681,0.877,0.726,2010,0.4
4206306,0.754,0.653,0.876,0.75,2010,0.34
4206405,0.751,0.646,0.871,0.754,2010,0.47
4206504,0.751,0.641,0.885,0.748,2010,0.38
4206603,0.73,0.639,0.833,0.732,2010,0.4
4206652,0.717,0.626,0.823,0.716,2010,0.45
4206702,0.758,0.684,0.859,0.74,2010,0.42
4206751,0.725,0.631,0.82,0.737,2010,0.46
4206801,0.708,0.586,0.826,0.734,2010,0.43
4206900,0.737,0.63,0.848,0.749,2010,0.37
4207007,0.741,0.645,0.861,0.732,2010,0.4
4207106,0.738,0.607,0.883,0.75,2010,0.38
4207205,0.667,0.53,0.834,0.67,2010,0.45
4207304,0.765,0.703,0.868,0.734,2010,0.45
4207403,0.713,0.602,0.84,0.716,2010,0.47
4207502,0.777,0.701,0.873,0.767,2010,0.39
4207577,0.795,0.749,0.891,0.754,2010,0.33
4207601,0.736,0.657,0.838,0.724,2010,0.45
4207650,0.759,0.695,0.847,0.743,2010,0.43
4207684,0.66,0.54,0.79,0.674,2010,0.61
4207700,0.738,0.631,0.853,0.747,2010,0.42
4207759,0.722,0.628,0.845,0.71,2010,0.43
4207809,0.742,0.675,0.847,0.715,2010,0.42
4207858,0.707,0.609,0.836,0.694,2010,0.45
4207908,0.699,0.567,0.836,0.72,2010,0.54
4208005,0.771,0.698,0.879,0.747,2010,0.45
4208104,0.708,0.606,0.836,0.7,2010,0.49
4208203,0.795,0.73,0.884,0.778,2010,0.45
4208302,0.796,0.727,0.881,0.788,2010,0.49
4208401,0.775,0.723,0.842,0.766,2010,0.45
4208450,0.761,0.682,0.874,0.739,2010,0.47
4208500,0.748,0.638,0.876,0.749,2010,0.43
4208609,0.732,0.657,0.801,0.746,2010,0.45
4208708,0.716,0.633,0.818,0.708,2010,0.43
4208807,0.721,0.628,0.83,0.719,2010,0.39
4208906,0.803,0.755,0.865,0.793,2010,0.42
4208955,0.709,0.611,0.823,0.708,2010,0.4
4209003,0.827,0.771,0.891,0.823,2010,0.54
4209102,0.809,0.749,0.889,0.795,2010,0.49
4209151,0.694,0.578,0.841,0.689,2010,0.44
4209177,0.719,0.61,0.862,0.708,2010,0.55
4209201,0.781,0.708,0.883,0.763,2010,0.39
4209300,0.77,0.697,0.867,0.755,2010,0.54
4209409,0.752,0.682,0.871,0.715,2010,0.44
4209458,0.771,0.712,0.858,0.75,2010,0.44
4209508,0.749,0.662,0.855,0.742,2010,0.36
4209607,0.735,0.677,0.822,0.714,2010,0.37
4209706,0.649,0.537,0.806,0.632,2010,0.45
4209805,0.686,0.533,0.818,0.74,2010,0.49
4209854,0.743,0.636,0.865,0.747,2010,0.43
4209904,0.704,0.579,0.82,0.735,2010,0.37
4210001,0.737,0.6,0.87,0.766,2010,0.44
4210035,0.789,0.718,0.877,0.781,2010,0.43
4210050,0.662,0.533,0.806,0.675,2010,0.39
4210100,0.777,0.723,0.88,0.738,2010,0.49
4210209,0.698,0.563,0.818,0.738,2010,0.52
4210308,0.69,0.617,0.817,0.653,2010,0.46
4210407,0.768,0.699,0.861,0.752,2010,0.5
4210506,0.781,0.708,0.886,0.758,2010,0.45
4210555,0.743,0.636,0.862,0.748,2010,0.41
4210605,0.774,0.714,0.867,0.749,2010,0.34
4210704,0.657,0.541,0.831,0.63,2010,0.45
4210803,0.738,0.679,0.808,0.734,2010,0.41
4210852,0.708,0.633,0.821,0.683,2010,0.39
4210902,0.76,0.659,0.886,0.751,2010,0.43
4211009,0.748,0.657,0.875,0.728,2010,0.4
4211058,0.643,0.511,0.804,0.648,2010,0.45
4211108,0.675,0.581,0.826,0.641,2010,0.44
4211207,0.738,0.665,0.825,0.732,2010,0.36
4211256,0.701,0.548,0.847,0.742,2010,0.51
4211306,0.736,0.624,0.873,0.731,2010,0.41
4211405,0.765,0.686,0.851,0.767,2010,0.44
4211454,0.736,0.605,0.876,0.753,2010,0.55
4211504,0.748,0.628,0.891,0.749,2010,0.35
4211603,0.768,0.703,0.869,0.741,2010,0.39
4211652,0.706,0.594,0.846,0.7,2010,0.39
4211702,0.755,0.657,0.873,0.749,2010,0.45
4211751,0.74,0.681,0.835,0.713,2010,0.4
4211801,0.774,0.677,0.884,0.774,2010,0.45
4211850,0.695,0.611,0.79,0.696,2010,0.53
4211876,0.718,0.62,0.847,0.705,2010,0.44
4211892,0.664,0.543,0.808,0.668,2010,0.49
4211900,0.757,0.672,0.859,0.752,2010,0.4
4212007,0.704,0.622,0.8,0.7,2010,0.5
4212056,0.671,0.557,0.827,0.655,2010,0.43
4212106,0.737,0.632,0.836,0.757,2010,0.46
4212205,0.704,0.603,0.836,0.691,2010,0.47
4212239,0.7,0.565,0.833,0.728,2010,0.5
4212254,0.72,0.618,0.869,0.695,2010,0.42
4212270,0.659,0.547,0.808,0.648,2010,0.47
4212304,0.716,0.6,0.865,0.707,2010,0.4
4212403,0.728,0.621,0.87,0.715,2010,0.33
4212502,0.743,0.64,0.867,0.739,2010,0.42
4212601,0.766,0.669,0.882,0.762,2010,0.47
4212700,0.716,0.618,0.802,0.74,2010,0.47
4212809,0.756,0.668,0.869,0.745,2010,0.44
4212908,0.783,0.716,0.886,0.758,2010,0.43
4213005,0.777,0.712,0.866,0.762,2010,0.45
4213104,0.758,0.714,0.829,0.736,2010,0.43
4213153,0.751,0.659,0.881,0.731,2010,0.42
4213203,0.78,0.687,0.886,0.78,2010,0.38
4213302,0.673,0.568,0.804,0.666,2010,0.45
4213351,0.689,0.605,0.819,0.661,2010,0.47
4213401,0.693,0.61,0.79,0.69,2010,0.44
4213500,0.76,0.66,0.886,0.75,2010,0.42
4213609,0.786,0.724,0.891,0.752,2010,0.53
4213708,0.72,0.598,0.857,0.728,2010,0.43
4213807,0.718,0.636,0.84,0.692,2010,0.42
4213906,0.77,0.637,0.883,0.813,2010,0.47
4214003,0.759,0.654,0.874,0.764,2010,0.41
4214102,0.737,0.609,0.861,0.765,2010,0.5
4214151,0.706,0.611,0.82,0.701,2010,0.42
4214201,0.73,0.656,0.832,0.712,2010,0.39
4214300,0.753,0.644,0.893,0.743,2010,0.42
4214409,0.697,0.569,0.82,0.727,2010,0.44
4214508,0.729,0.65,0.803,0.741,2010,0.5
4214607,0.754,0.625,0.892,0.769,2010,0.47
4214706,0.729,0.634,0.827,0.739,2010,0.37
4214805,0.802,0.727,0.894,0.793,2010,0.45
4214904,0.806,0.727,0.85,0.848,2010,0.56
4215000,0.738,0.668,0.848,0.71,2010,0.44
4215059,0.653,0.53,0.806,0.652,2010,0.42
4215075,0.714,0.624,0.83,0.702,2010,0.44
4215109,0.754,0.626,0.889,0.769,2010,0.42
4215208,0.692,0.561,0.8,0.738,2010,0.47
4215307,0.744,0.695,0.803,0.737,2010,0.43
4215356,0.654,0.551,0.795,0.639,2010,0.5
4215406,0.784,0.705,0.88,0.778,2010,0.55
4215455,0.7,0.554,0.853,0.725,2010,0.4
4215505,0.698,0.597,0.819,0.697,2010,0.52
4215554,0.727,0.653,0.833,0.705,2010,0.38
4215604,0.757,0.71,0.843,0.726,2010,0.32
4215653,0.705,0.618,0.806,0.702,2010,0.39
4215679,0.669,0.575,0.817,0.637,2010,0.48
4215687,0.682,0.585,0.791,0.686,2010,0.56
4215695,0.728,0.652,0.811,0.731,2010,0.46
4215703,0.781,0.71,0.89,0.753,2010,0.38
4215752,0.677,0.577,0.822,0.653,2010,0.45
4215802,0.782,0.719,0.871,0.763,2010,0.49
4215901,0.731,0.622,0.86,0.729,2010,0.47
4216008,0.769,0.688,0.867,0.763,2010,0.46
4216057,0.665,0.543,0.812,0.667,2010,0.44
4216107,0.765,0.675,0.861,0.769,2010,0.58
4216206,0.762,0.699,0.856,0.74,2010,0.45
4216255,0.761,0.668,0.873,0.756,2010,0.4
4216305,0.74,0.634,0.865,0.739,2010,0.33
4216354,0.738,0.645,0.873,0.714,2010,0.34
4216404,0.695,0.587,0.84,0.682,2010,0.42
4216503,0.687,0.562,0.817,0.705,2010,0.48
4216602,0.809,0.752,0.88,0.799,2010,0.44
4216701,0.731,0.625,0.83,0.753,2010,0.48
4216800,0.636,0.503,0.827,0.618,2010,0.46
4216909,0.749,0.695,0.807,0.748,2010,0.46
4217006,0.755,0.683,0.834,0.756,2010,0.44
4217105,0.742,0.654,0.83,0.754,2010,0.38
4217154,0.71,0.615,0.795,0.733,2010,0.5
4217204,0.801,0.739,0.884,0.787,2010,0.5
4217253,0.734,0.618,0.846,0.757,2010,0.41
4217303,0.755,0.7,0.85,0.723,2010,0.33
4217402,0.769,0.71,0.855,0.75,2010,0.34
4217501,0.779,0.674,0.872,0.804,2010,0.51
4217550,0.773,0.694,0.879,0.758,2010,0.41
4217600,0.774,0.701,0.88,0.751,2010,0.4
4217709,0.728,0.617,0.858,0.729,2010,0.4
4217758,0.707,0.595,0.832,0.713,2010,0.45
4217808,0.761,0.67,0.879,0.749,2010,0.43
4217907,0.737,0.617,0.867,0.748,2010,0.46
4217956,0.717,0.633,0.846,0.688,2010,0.41
4218004,0.76,0.672,0.873,0.747,2010,0.41
4218103,0.72,0.606,0.856,0.721,2010,0.47
4218202,0.784,0.697,0.856,0.807,2010,0.47
4218251,0.659,0.565,0.798,0.634,2010,0.47
4218301,0.706,0.639,0.814,0.677,2010,0.47
4218350,0.774,0.714,0.882,0.737,2010,0.34
4218400,0.729,0.602,0.881,0.729,2010,0.36
4218509,0.795,0.685,0.874,0.838,2010,0.62
4218608,0.775,0.696,0.88,0.76,2010,0.44
4218707,0.796,0.74,0.866,0.788,2010,0.47
4218756,0.752,0.704,0.83,0.728,2010,0.41
4218806,0.74,0.631,0.867,0.742,2010,0.4
4218855,0.705,0.606,0.823,0.703,2010,0.37
4218905,0.694,0.562,0.823,0.722,2010,0.52
4218954,0.699,0.622,0.823,0.667,2010,0.42
4219002,0.772,0.695,0.876,0.756,2010,0.4
4219101,0.686,0.551,0.827,0.708,2010,0.45
4219150,0.629,0.495,0.79,0.636,2010,0.5
4219176,0.718,0.656,0.801,0.705,2010,0.43
4219200,0.7,0.588,0.802,0.728,2010,0.41
4219309,0.764,0.675,0.857,0.772,2010,0.47
4219358,0.673,0.522,0.841,0.694,2010,0.52
4219408,0.71,0.557,0.87,0.739,2010,0.43
4219507,0.775,0.711,0.861,0.76,2010,0.48
4219606,0.749,0.632,0.861,0.772,2010,0.47
4219705,0.752,0.662,0.871,0.737,2010,0.43
4219853,0.761,0.661,0.885,0.752,2010,0.42
4300034,0.687,0.541,0.852,0.703,2010,0.53
4300059,0.75,0.59,0.85,0.84,2010,0.68
4300109,0.694,0.524,0.847,0.752,2010,0.52
4300208,0.753,0.658,0.85,0.763,2010,0.47
4300307,0.672,0.522,0.852,0.683,2010,0.49
4300406,0.74,0.664,0.849,0.72,2010,0.52
4300455,0.695,0.572,0.818,0.717,2010,0.53
4300471,0.74,0.669,0.828,0.732,2010,0.44
4300505,0.671,0.543,0.795,0.7,2010,0.49
4300554,0.747,0.642,0.859,0.756,2010,0.48
4300570,0.734,0.603,0.886,0.74,2010,0.29
4300604,0.699,0.564,0.874,0.694,2010,0.43
4300638,0.624,0.457,0.802,0.664,2010,0.44
4300646,0.682,0.562,0.809,0.697,2010,0.58
4300661,0.72,0.605,0.837,0.738,2010,0.5
4300703,0.74,0.63,0.868,0.742,2010,0.34
4300802,0.758,0.671,0.835,0.777,2010,0.41
4300851,0.691,0.57,0.833,0.694,2010,0.48
4300877,0.679,0.547,0.824,0.696,2010,0.35
4300901,0.772,0.67,0.856,0.801,2010,0.54
4301008,0.769,0.706,0.86,0.75,2010,0.36
4301057,0.74,0.649,0.844,0.74,2010,0.47
4301073,0.669,0.461,0.86,0.756,2010,0.53
4301107,0.698,0.583,0.833,0.7,2010,0.46
4301206,0.707,0.589,0.848,0.708,2010,0.47
4301305,0.657,0.522,0.807,0.673,2010,0.5
4301404,0.694,0.575,0.817,0.713,2010,0.41
4301503,0.743,0.621,0.847,0.779,2010,0.49
4301552,0.707,0.588,0.841,0.715,2010,0.42
4301602,0.74,0.647,0.848,0.739,2010,0.56
4301636,0.696,0.567,0.836,0.71,2010,0.5
4301651,0.748,0.652,0.836,0.767,2010,0.4
4301701,0.719,0.593,0.842,0.745,2010,0.42
4301750,0.61,0.428,0.821,0.645,2010,0.53
4301800,0.71,0.568,0.885,0.711,2010,0.57
4301859,0.734,0.672,0.845,0.696,2010,0.48
4301875,0.662,0.548,0.802,0.659,2010,0.48
4301909,0.67,0.529,0.822,0.691,2010,0.48
4301925,0.723,0.638,0.842,0.703,2010,0.4
4301958,0.763,0.71,0.856,0.731,2010,0.39
4302006,0.65,0.5,0.795,0.69,2010,0.51
4302055,0.619,0.492,0.801,0.601,2010,0.48
4302105,0.778,0.695,0.842,0.805,2010,0.44
4302154,0.676,0.561,0.825,0.666,2010,0.44
4302204,0.762,0.697,0.834,0.761,2010,0.43
4302220,0.703,0.59,0.851,0.692,2010,0.4
4302238,0.731,0.641,0.867,0.703,2010,0.45
4302253,0.728,0.587,0.852,0.77,2010,0.45
4302303,0.666,0.51,0.832,0.697,2010,0.52
4302352,0.746,0.661,0.836,0.751,2010,0.37
4302378,0.723,0.643,0.84,0.7,2010,0.52
4302402,0.739,0.649,0.857,0.725,2010,0.38
4302451,0.7,0.562,0.843,0.725,2010,0.47
4302501,0.692,0.608,0.821,0.665,2010,0.49
4302584,0.745,0.628,0.853,0.773,2010,0.42
4302600,0.674,0.563,0.83,0.656,2010,0.47
4302659,0.699,0.554,0.851,0.723,2010,0.36
4302709,0.689,0.558,0.848,0.691,2010,0.47
4302808,0.704,0.585,0.855,0.699,2010,0.48
4302907,0.7,0.626,0.807,0.68,2010,0.52
4303004,0.742,0.648,0.854,0.739,2010,0.54
4303103,0.757,0.675,0.857,0.749,2010,0.44
4303202,0.662,0.528,0.81,0.677,2010,0.51
4303301,0.719,0.611,0.857,0.709,2010,0.48
4303400,0.699,0.58,0.817,0.721,2010,0.47
4303509,0.697,0.578,0.819,0.715,2010,0.48
4303558,0.736,0.612,0.854,0.762,2010,0.39
4303608,0.697,0.574,0.838,0.705,2010,0.45
4303673,0.706,0.557,0.886,0.713,2010,0.31
4303707,0.738,0.677,0.849,0.698,2010,0.41
4303806,0.76,0.691,0.842,0.753,2010,0.46
4303905,0.745,0.643,0.852,0.755,2010,0.43
4304002,0.703,0.593,0.866,0.677,2010,0.48
4304101,0.708,0.616,0.819,0.704,2010,0.46
4304200,0.674,0.521,0.842,0.699,2010,0.46
4304309,0.728,0.627,0.853,0.72,2010,0.45
4304358,0.698,0.562,0.86,0.704,2010,0.51
4304408,0.748,0.667,0.849,0.738,2010,0.48
4304507,0.65,0.491,0.819,0.683,2010,0.49
4304606,0.75,0.636,0.864,0.768,2010,0.51
4304614,0.713,0.574,0.84,0.751,2010,0.49
4304622,0.637,0.507,0.779,0.654,2010,0.52
4304630,0.743,0.637,0.852,0.756,2010,0.51
4304655,0.672,0.552,0.86,0.639,2010,0.51
4304663,0.637,0.48,0.814,0.662,2010,0.43
4304671,0.766,0.668,0.836,0.805,2010,0.68
4304689,0.661,0.525,0.816,0.675,2010,0.39
4304697,0.746,0.661,0.842,0.747,2010,0.38
4304705,0.766,0.707,0.84,0.756,2010,0.51
4304713,0.652,0.505,0.83,0.661,2010,0.39
4304804,0.796,0.724,0.835,0.835,2010,0.51
4304853,0.739,0.622,0.886,0.732,2010,0.43
4304903,0.785,0.733,0.847,0.778,2010,0.41
4304952,0.703,0.6,0.833,0.696,2010,0.47
4305009,0.739,0.627,0.842,0.763,2010,0.56
4305108,0.782,0.686,0.86,0.812,2010,0.48
4305116,0.701,0.569,0.856,0.707,2010,0.46
4305124,0.649,0.504,0.824,0.657,2010,0.48
4305132,0.661,0.527,0.816,0.671,2010,0.41
4305157,0.674,0.563,0.803,0.676,2010,0.49
4305173,0.66,0.499,0.855,0.673,2010,0.5
4305207,0.764,0.698,0.849,0.752,2010,0.47
4305306,0.757,0.679,0.849,0.752,2010,0.46
4305355,0.747,0.659,0.87,0.726,2010,0.43
4305371,0.62,0.385,0.885,0.699,2010,0.51
4305405,0.732,0.657,0.85,0.702,2010,0.49
4305439,0.706,0.658,0.792,0.676,2010,0.48
4305447,0.616,0.437,0.818,0.655,2010,0.46
4305454,0.729,0.625,0.848,0.73,2010,0.49
4305504,0.719,0.6,0.855,0.724,2010,0.45
4305587,0.765,0.678,0.84,0.786,2010,0.47
4305603,0.758,0.674,0.835,0.775,2010,0.51
4305702,0.747,0.666,0.852,0.735,2010,0.49
4305801,0.754,0.668,0.885,0.726,2010,0.45
4305835,0.692,0.532,0.886,0.703,2010,0.41
4305850,0.746,0.614,0.84,0.806,2010,0.53
4305871,0.744,0.61,0.852,0.793,2010,0.53
4305900,0.665,0.55,0.803,0.667,2010,0.51
4305934,0.727,0.6,0.835,0.766,2010,0.36
4305959,0.741,0.636,0.835,0.767,2010,0.39
4305975,0.706,0.586,0.866,0.693,2010,0.49
4306007,0.712,0.616,0.835,0.702,2010,0.41
4306056,0.644,0.471,0.826,0.687,2010,0.45
4306072,0.66,0.542,0.826,0.641,2010,0.45
4306106,0.75,0.653,0.858,0.754,2010,0.53
4306130,0.719,0.605,0.849,0.724,2010,0.45
4306205,0.723,0.607,0.833,0.746,2010,0.41
4306304,0.762,0.688,0.87,0.74,2010,0.44
4306320,0.707,0.628,0.846,0.664,2010,0.55
4306353,0.654,0.553,0.809,0.625,2010,0.48
4306379,0.648,0.463,0.864,0.681,2010,0.58
4306403,0.743,0.633,0.848,0.763,2010,0.38
4306429,0.67,0.585,0.797,0.646,2010,0.5
4306452,0.757,0.67,0.837,0.775,2010,0.34
4306502,0.587,0.39,0.818,0.633,2010,0.48
4306551,0.691,0.577,0.82,0.697,2010,0.43
4306601,0.708,0.585,0.848,0.715,2010,0.54
4306700,0.697,0.568,0.831,0.718,2010,0.46
4306734,0.706,0.593,0.84,0.707,2010,0.47
4306759,0.724,0.593,0.855,0.749,2010,0.38
4306767,0.717,0.609,0.844,0.717,2010,0.46
4306809,0.767,0.687,0.858,0.764,2010,0.42
4306908,0.657,0.478,0.875,0.677,2010,0.52
4306924,0.717,0.611,0.821,0.735,2010,0.55
4306932,0.68,0.548,0.829,0.692,2010,0.47
4306957,0.703,0.572,0.857,0.709,2010,0.45
4306973,0.712,0.626,0.837,0.689,2010,0.47
4307005,0.776,0.716,0.833,0.782,2010,0.48
4307054,0.716,0.612,0.854,0.703,2010,0.43
4307104,0.687,0.527,0.843,0.73,2010,0.68
4307203,0.681,0.501,0.885,0.713,2010,0.5
4307302,0.685,0.589,0.821,0.666,2010,0.52
4307401,0.68,0.569,0.827,0.669,2010,0.45
4307450,0.661,0.55,0.788,0.665,2010,0.43
4307500,0.765,0.677,0.884,0.747,2010,0.49
4307559,0.753,0.674,0.843,0.752,2010,0.46
4307609,0.757,0.652,0.887,0.749,2010,0.42
4307708,0.754,0.662,0.843,0.769,2010,0.48
4307807,0.767,0.684,0.85,0.776,2010,0.42
4307815,0.679,0.56,0.792,0.707,2010,0.49
4307831,0.712,0.584,0.885,0.697,2010,0.5
4307864,0.763,0.674,0.852,0.773,2010,0.35
4307906,0.777,0.696,0.861,0.783,2010,0.43
4308003,0.72,0.597,0.854,0.732,2010,0.47
4308052,0.666,0.571,0.801,0.646,2010,0.43
4308078,0.698,0.557,0.841,0.726,2010,0.44
4308102,0.75,0.658,0.847,0.758,2010,0.37
4308201,0.754,0.642,0.849,0.786,2010,0.44
4308250,0.663,0.486,0.854,0.701,2010,0.44
4308300,0.661,0.532,0.812,0.668,2010,0.53
4308409,0.682,0.549,0.838,0.69,2010,0.51
4308433,0.683,0.484,0.886,0.743,2010,0.38
4308458,0.756,0.663,0.837,0.779,2010,0.62
4308508,0.76,0.688,0.846,0.754,2010,0.47
4308607,0.786,0.688,0.856,0.825,2010,0.51
4308656,0.671,0.553,0.833,0.657,2010,0.52
4308706,0.738,0.643,0.852,0.733,2010,0.43
4308805,0.686,0.552,0.832,0.704,2010,0.49
4308854,0.733,0.643,0.863,0.71,2010,0.43
4308904,0.746,0.658,0.843,0.747,2010,0.45
4309001,0.721,0.629,0.842,0.707,2010,0.53
4309050,0.714,0.593,0.859,0.716,2010,0.41
4309100,0.764,0.662,0.861,0.783,2010,0.48
4309126,0.685,0.584,0.832,0.662,2010,0.5
4309159,0.634,0.473,0.792,0.681,2010,0.54
4309209,0.736,0.636,0.862,0.727,2010,0.44
4309258,0.758,0.612,0.857,0.831,2010,0.55
4309308,0.73,0.639,0.833,0.732,2010,0.47
4309407,0.765,0.685,0.837,0.781,2010,0.42
4309506,0.737,0.665,0.863,0.698,2010,0.42
4309555,0.749,0.668,0.841,0.748,2010,0.36
4309571,0.616,0.441,0.792,0.67,2010,0.41
4309605,0.783,0.716,0.858,0.782,2010,0.49
4309654,0.643,0.512,0.796,0.653,2010,0.54
4309704,0.738,0.657,0.837,0.732,2010,0.42
4309753,0.652,0.511,0.792,0.686,2010,0.43
4309803,0.739,0.593,0.888,0.766,2010,0.43
4309902,0.724,0.615,0.835,0.739,2010,0.44
4309951,0.638,0.463,0.828,0.678,2010,0.52
4310009,0.765,0.671,0.848,0.786,2010,0.49
4310108,0.721,0.571,0.876,0.749,2010,0.44
